id,mahkeme,daire,esas,karar,tarih,group,domain,era,compositeScore,uniquenessScore,qualityScore,sourceScore,ratioOzeti
"76938500","Yargıtay","Hukuk Genel Kurulu","2010/474","2010/487","13.10.2010","hgk","usul_hukuk","y2010_2019","0.69","0.502","0.56","0.95","HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulu'nca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki k&acirc;ğıtlar okunduktan sonra gereği görüşüldü:
Dava konusu taşınmaz kadastro sırasında, Kurudere Köyü 107 ada 41 parsel sayılı 2.534,70 m2 yüzölçümü zeytinlik niteliğinde, belgesizden kazandırıcı zamanaşımı zilyetliğine dayalı olarak davalı adına tespit edilmiştir. Mahkemece; çekişmeli taşınmazın (B) bölümü yönünden, kesinleşen orman kadastr"
"77616200","Yargıtay","Hukuk Genel Kurulu","2013/341","2013/1590","27.11.2013","hgk","is_sgk","y2010_2019","0.69","0.427","0.604","0.95","(Ek : 6/6/1985 - 3220/12 md.; Değişik fıkra: 11/1/2011-6099/9 md.) Daha önce tebligat yapılmamış olsa bile, tüzel kişiler bakımından resm&icirc; kayıtlardaki adresleri esas alınır ve bu madde hükümleri uygulanır. Somut uyuşmazlığın incelenmesinde, davacı vekili tarafından davalı B.T.İnşaat Temizlik Tekstil Sanayi Ve Ticaret Limited Şirketi'nin dava dilekçesinde bildirilen adresine çıkarılan ve dava dilekçesi ile duruşma gününü içeren tebligatın; ""işyeri sahibi cezaevinde oldu"
"77452400","Yargıtay","Hukuk Genel Kurulu","2012/1575","2013/732","22.05.2013","hgk","usul_hukuk","y2010_2019","0.69","0.718","0.435","0.95","İspat yüküne ilişkin yukarıdaki ilkeler dikkate alındığında, davacı kocaya ait ziynetlerin varlığını ve bunları evden ayrılırken davalı tarafından götürüldüğü vakıasının ispatı halinde bu durum davacı koca lehine hak çıkaracağından, ziynet eşyalarının varlığı ve davalı tarafından götürüldüğünün ispat yükü de davacı koca üzerinde olması gerekir. Davacı vekili, tarafların 26.10.2008'den bu yana evli olup, yaşanan bir tartışma sonrasında davalının, özel eşyaları ile birlikte kas"
"77446900","Yargıtay","Hukuk Genel Kurulu","2013/689","2013/871","26.06.2013","hgk","usul_hukuk","y2010_2019","0.69","0.17","0.753","0.95","Kural olarak dava şartı noksanlığını tespit edilmesi halinde davanın usulden reddine karar verilmesi asıl ise de, dava şartı noksanlığının giderilmesi mümkün ise bunun tamamlanması için kesin süre verilmesi, verilen bu süre içinde dava şartı noksanlığı giderilmemişse davayı dava şartı yokluğu sebebiyle usulden reddedilmesi gereklidir. maddesinde somut bir norma bağlanmış, söz konusu norm ile vekaletnamede özel yetki bulunmaması halinde h&acirc;kimlerin fiilleri sebebiyle Devl"
"77615400","Yargıtay","Hukuk Genel Kurulu","2013/430","2013/1589","15.11.2013","hgk","aile","y2010_2019","0.69","0.59","0.51","0.95","maddesinde öngörülen usul hükümlerinin uygulanması, ayrıca da karar başlığında davaya aile mahkemesi sıfatıyla bakıldığının gösterilmesi gerekir. Yerel mahkemece, bozma ilamına konu kararın Asliye Hukuk Mahkemesi sıfatıyla 4787 sayılı Kanunun yürürlüğe girdiği 18/01/2003 tarihinden önce 25/01/2001 tarihinde verildiğinden davaya Aile Mahkemesi sıfatıyla bakılmamasının bozma nedeni yapılamayacağı gerekçesiyle direnme kararı verilmiş, direnme kararını davacı vekili temyiz etmekt"
"17003100","Yargıtay","Hukuk Genel Kurulu","2010/368","2010/386","14.07.2010","hgk","miras","y2010_2019","0.69","0.696","0.449","0.95","Mahkemece ""davanın reddine"" dair verilen ilk karar; Özel Daire'ce, ""…



… tadilat projelerinin onay tarihindeki tapu kayıtlarının getirtilerek bu tarihteki tüm kat irtifakı hakkı sahiplerinin saptanması ve bu maliklerce tadilat projelerine onay verilip verilmediği belgelendikten sonra istem hakkında bir karar verilmesi gereğine"" işaretle, araştırmaya yönelik olarak bozulmuştur. Yerel Mahkemece bozma sonrası; ""mahkemenin ilk kararının davacı mirasçılarına 27.10.2008 tarihinde"
"77464700","Yargıtay","Hukuk Genel Kurulu","2012/1847","2013/888","26.06.2013","hgk","usul_hukuk","y2010_2019","0.69","0.655","0.472","0.95","Bu durumda gerekçeli kararın en geç bir ay içinde yazılarak tebliğe çıkartılması gerekir"" düzenlemesinin bulunduğunu; 6100 sayılı HMK'nın 316/1-g maddesi yollaması ile basit yargılama usulünün uygulandığı eldeki davada hükmün tefhiminin, hakimin gerekçe yazmama nedenini belirtemediği gibi (HMK.m. Hukuk Genel Kurulu'nda yapılan görüşmelerde bir kısım üyelerce; 6100 sayılı Hukuk Muhakemeleri Usulü Kanunun 321/2 maddesinde, ""kararın tefhimi, mahkemece hükme ilişkin tüm hususları"
"17003200","Yargıtay","Hukuk Genel Kurulu","2010/335","2010/388","14.07.2010","hgk","miras","y2010_2019","0.69","0.674","0.462","0.95","Aksi takdirde vasiyetname alacaklısı mirasçılar aleyhine usulüne uygun olarak vasiyetnamenin tenfizi talebinde bulunması gerekir. Yerel Mahkemece, kesinleşen karardan sonra aynı dosya üzerinden dosyanın yeniden ele alınarak vasiyet alacaklısına mirasçılık belgesi verilemeyeceğinden bahisle talebin reddine dair verilen karar, özel Dairece yukarıda yazılı gerekçe ile bozulmuş, yerel mahkeme önceki gerekçesiyle kararında direnmiştir."
"87778400","Yargıtay","Ceza Genel Kurulu","2012/1277","2013/24","22.01.2013","cgk","icra_iflas","y2010_2019","0.69","0.495","0.566","0.95","CEZA GENEL KURULU KARARI
Sanığın mühür bozma suçundan cezalandırılmasına karar verilen olayda, Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve çözümlenmesi gereken uyuşmazlık; yerel mahkeme hükmünün Özel Dairece, ""sanığın tekerrüre esas alınan adli sicil kaydında yer alan ilam getirtilmeden TCK'nun 58/6. maddeleri uyarınca 664.372.800 Lira ağır para cezasıyla cezalandırılmasına karar verildiği, kararın 21.05.2002 tarihinde kesinleştiği, ilamın 24.06.2002 ta"
"77573600","Yargıtay","Ceza Genel Kurulu","2013/50","2013/525","26.11.2013","cgk","ceza_genel","y2010_2019","0.69","0.59","0.51","0.95","fıkrası kıyasen uygulanmak suretiyle saptanmalı ve bu sürenin ""tefhim tarihinden itibaren bir ay"" olduğu kabul edilmelidir. maddesi uyarınca sanığın hukuki durumunun yeniden değerlendirilmesinin zorunlu olduğundan bahisle yerel mahkeme hükmünün bozulmasına karar verilmesinin isabetli olup olmadığının belirlenmesine ilişkin ise de; öncelikle o yer Cumhuriyet savcısının temyiz başvurusunun süresinde olup olmadığı ile yerel mahkeme direnme kararının yeni hüküm niteliğinde olup o"
"76736400","Yargıtay","Ceza Genel Kurulu","2010/34","2010/35","23.02.2010","cgk","ceza_usul","y2010_2019","0.69","0.592","0.51","0.95","Bu nitelikteki bir hükmün temyiz edilmesi halinde incelemenin Yargıtay'ın ilgili dairesi tara&not;fından yapılması gerekir. maddelerinin somut olayda, uygulanma koşullarının bulunmadığı, yerel mahkemece yasal olarak uygulanması olanaksız bulunan bir hükme yönelik olarak yapılan değerlendirmenin bu nedenle hukuki değerden yoksun olduğu, ancak hükümden sonra 08.02.2008 gün ve 26781 sayılı Resmi Gazetede yayımlanarak aynı tarihte yürürlüğe giren 5728 sayılı Yasanın 562."
"76716000","Yargıtay","Ceza Genel Kurulu","2009/247","2010/4","26.01.2010","cgk","ceza_usul","y2010_2019","0.69","0.592","0.51","0.95","Sanığın 19.01.2000 tarihinde işlediği iddia olunan suç, cezasının üst sınırı itibariyle 765 sayılı TCY'nın 102/4 maddesi uyarınca 5 yıllık dava zamanaşımına tabi olup, kesen nedenlerin varlığı halinde bu süre en fazla yarı oranında artarak 7 yıl 6 aya uzamaktadır. Yerel Mahkemenin 15.06.2009 tarihli hükmü hukuki değerden yoksun bulunduğundan, suç tarihi itibariyle bu süre 19.07.2007 tarihinde direnme hükmünün verildiği 03.10.2006 tarihinden sonra dosya henüz Ceza Genel Kurulu"
"77692000","Yargıtay","Hukuk Genel Kurulu","2012/1538","2012/1408","26.12.2012","hgk","is_sgk","y2010_2019","0.689","0.618","0.491","0.95","I-Davalı Türk Telekom AŞ vekilinin temyiz dilekçesinin reddine ilişkin ek karara yönelik temyiz isteminin incelenmesinde:
Hukuk Genel Kurulunca, öncelikle yerel mahkemenin ""kararın kesin olarak verildiği gerekçesiyle davalı vekilinin temyiz isteğinin reddine"" ilişkin ek kararına yönelik davalı Türk Telekom AŞ vekilinin temyiz istemi incelenmiştir. Bu durumda 5473 sayılı Kanundan kaynaklanan ek ödemeye hak kazanılıp kazanılmadığı yönünde tespit istemini de içeren böyle bir dav"
"77442800","Yargıtay","Hukuk Genel Kurulu","2013/419","2013/1690","25.12.2013","hgk","usul_hukuk","y2010_2019","0.689","0.498","0.56","0.95","Devlet, işlemlerinde, ilgili kişilerin hangi kanun yolları ve mercilere başvuracağını ve sürelerini belirtmek zorundadır. HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulu'nca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü: 
Dava, kamu görevlilerinin yetkilerini kullanırken, kusurlu davranışları sonucu kişilere zarar vermesinden kaynaklanan ve zarar görenin kamu görevlileri aleyhine açtığı tazminat is"
"77472700","Yargıtay","Hukuk Genel Kurulu","2013/1351","2013/1741","25.12.2013","hgk","miras","y2010_2019","0.689","0.434","0.598","0.95","O halde, bozma kararında ve yukarıda açıklanan ilave gerektirici nedenlere göre, Hukuk Genel Kurulu'nca da benimsenen Özel Daire bozma kararına uyulmak gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. Bu taleplerden yalnız birinin ya da bir kaçının veya asıl talebin bir bölümünün konusuz kalması halinde, diğer talepler hakkında yargılamaya devam edilip karar verilmesi gerekir."
"76493000","Yargıtay","Hukuk Genel Kurulu","2013/166","2013/1360","18.09.2013","hgk","is_sgk","y2010_2019","0.689","0.432","0.598","0.95","Bu nedenle, tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlar ve özellikle Özel Daire bozma ilamında belirtilen gerekçelerle, Hukuk Genel Kurulu'nca da benimsenen bozma ilamına uyulmak gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. Hukuk Genel Kurulunun önüne gelen uyuşmazlık; İcra ve İflas Kanununun 97/a maddesinde yer verilen ""mülkiyet karinesi""nin aksinin davacı üçüncü kişi yararına kanıtlanıp kanıtlanamadığı, bu konuda yapılan a"
"17203100","Yargıtay","Hukuk Genel Kurulu","2010/71","2010/87","17.02.2010","hgk","is_sgk","y2010_2019","0.689","0.53","0.541","0.95","Kural olarak, hakim ara kararından dönebilirse de, bozmaya uyulmasına ilişkin karar, bunun istisnalarındandır. Öncelikle belirtelim ki, vermiş olduğu bir hüküm Yargıtay tarafından bozulan ve Yargıtay'ın bu bozma kararına gerek iradi ve gerekse kanuni şekilde uymuş olan yerel mahkeme, bozma kararı doğrultusunda inceleme yapmak ve hüküm kurmak zorundadır."
"457397300","Yargıtay","Hukuk Genel Kurulu","2010/191","2010/162","24.03.2010","hgk","usul_hukuk","y2010_2019","0.689","0.531","0.541","0.95","Hukuk Dairesinin ilk derece mahkemesi sıfatıyla verdiği kararın onanması gerekir. Hukuk Dairesinin ilk derece mahkemesi sıfatıyla verdiği kararın yukarıda açıklanan nedenlerle ONANMASINA, aşağıda dökümü yazılı (9,10) TL."
"77298300","Yargıtay","Hukuk Genel Kurulu","2011/743","2011/721","30.11.2011","hgk","borclar","y2010_2019","0.689","0.75","0.414","0.95","gerekçe ile bozulması gerektiği görüşünde olduğumuzdan sayın çoğunluk kararına karşıyız."
"76934100","Yargıtay","Ceza Genel Kurulu","2010/144","2010/213","26.10.2010","cgk","ticaret","y2010_2019","0.689","0.584","0.51","0.95","D..'nin uyuşturucu madde ticareti suçundan cezalandırılmasına karar verilen somut olayda, Yargıtay Ceza Genel Kurulunca çözümlenmesi gere&not;ken uyuşmazlık, sanığın sübuta eren eyleminin kullanmak için uyuşturucu madde bulundurmak suçunu mu, yoksa uyuşturucu madde ticareti suçunu mu oluşturduğunun belirlenmesine ilişkindir. Aynı gün mah&not;kemeden alınan karar gereğince evinde aramaya başlanılacağı sırada sanığın, sağ çorabının içinde gazete k&acirc;ğıdına sarılı esrar oldu"
"77339900","Yargıtay","Ceza Genel Kurulu","2012/1287","2013/71","26.02.2013","cgk","ceza_genel","y2010_2019","0.689","0.587","0.51","0.95","Ceza Genel Kurulunun 26.06.2012 gün ve 978-250 ile 23.01.2007 gün ve 254-5 sayılı kararları başta olmak üzere birçok kararında da açıkça vurgulandığı gibi, yargılama yapılmasına engel olup, davayı düşüren hallerden biri olan dava zamanaşımının yargılama sırasında gerçekleşmesi durumunda, yerel mahkeme ya da Yargıtay, re'sen zamanaşımı kuralını uygulayarak kamu davasının düşmesine karar verecektir. maddesinde, kanunlarda aksine bir hüküm bulunmadıkça kamu davasının maddede yaz"
"76824600","Yargıtay","Ceza Genel Kurulu","2010/113","2010/122","25.05.2010","cgk","ticaret","y2010_2019","0.689","0.584","0.51","0.95","Asliye Ceza Mahkemesince tefhim olunan 26.12.2006 gün ve 936-913 sayılı hükmün, sanık tara&not;fından 04.01.2007 tarihinde temyiz edildiği, temyiz isteminin son günü olan 02.01.2007 gününün Kurban Bayramının üçüncü gününe tesadüf etmesi ve 2429 sayılı Ulusal Bayram ve Genel Tatiller Hakkındaki Yasanın 1/B-2. Asliye Ceza Mahkemesince 26.12.2006 tarihinde, sanığın yüzüne karşı tefhim edilen hüküm, sanık tarafından 04.01.2007 tarihinde temyiz edilmiş, Özel Dairece, temyiz istemi"
"76805000","Yargıtay","Ceza Genel Kurulu","2010/78","2010/96","27.04.2010","cgk","diger","y2010_2019","0.689","0.71","0.438","0.95","maddesi gereğince Özel Daire tara&not;fından reddedildiği, bunun üzerine sanık müdafiinin yerel mahkemeye başvu&not;rarak hükmü temyiz ettiğine ilişkin üzerinde h&acirc;kim havalesi taşıyan süre tutum dilekçesinin fotokopisini sunduğu, yapılan araştırma sonucu dosyaya eklenen temyiz defterinin onaylı fotokopisi ve yerel mahkeme tarafından tutulan 31.03.2009 tarihli tutanağa göre, sanık müdafiinin 13.12.2004 tarihli süre tutum dilekçesinin temyiz defterine kaydedildiği anlaşıl"
"53737900","Yargıtay","Ceza Genel Kurulu","-","2013/10804","22.03.2013","cgk","diger","y2010_2019","0.689","0.784","0.396","0.95","İcra Hukuk Mahkemesi
TARİHİ : 27/12/2012
NUMARASI : 2012/1060-2012/1127

 Yukarıda tarih ve numarası yazılı mahkeme kararı mahallinden Dairemize gönderilmiş olup, dava dosyası için Tetkik Hakimi tarafından düzenlenen rapor dinlendikten ve dosya içerisindeki tüm belgeler okunup incelendikten sonra işin gereği görüşülüp düşünüldü : 
Yargıtay Hukuk ve Ceza Dairelerinin görevleri 09.02.2011 tarihli 6110 Sayılı Kanun'un 8. İnceleme konusu karar, ilamlı takipte şikayet talebine ili"
"77128500","Yargıtay","Ceza Genel Kurulu","2011/4","2011/136","21.06.2011","cgk","usul_hukuk","y2010_2019","0.688","0.773","0.398","0.95","Resm&icirc; belgenin, gerçeği taklit edilerek (sahte olarak düzenlenerek) işlenen suçun sahtecilik olarak nitelendirilebilmesi için, düzenlenen belgenin gerçek bir belge olduğu konusunda kişiyi yanıltıcı nitelikte olması gerekir. Sahteciliğin kişileri aldatacak nitelikte (nesnel) olup olmadığının ve beş duyuyla ilk bakışta anlaşılabilir olup olmadığının kuşkuya yer vermeyecek şekilde belirlenmesi gerekir."
"76872500","Yargıtay","Ceza Genel Kurulu","2010/157","2010/172","28.09.2010","cgk","ceza_genel","y2010_2019","0.688","0.688","0.448","0.95","maddesinin 2.fıkrası ile, ""suç tarihinden önce para cezasına veya tedbire çevrilmiş olsa dahi hürriyeti bağlayıcı cezaya mahk&ucirc;m edilmemiş olanlar hakkında hükmolunan otuz güne kadar (otuz gün dahil) hürriyeti bağlayıcı cezalarla, suç tarihinde 18 yaşını ikmal etmemiş olanların mahk&ucirc;m edildikleri kısa süreli hürriyeti bağlayıcı cezalar yukarıdaki bentlerde yazılı ceza veya tedbirlerden birine çevrilir"" hükmü getirilmiştir. fıkrasında yapılan değişiklikle getirilen "
"77255200","Yargıtay","Hukuk Genel Kurulu","2011/498","2011/572","28.09.2011","hgk","ticaret","y2010_2019","0.687","0.457","0.579","0.95","HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulu'nca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü:
Dava, ayıplı çıkan araç nedeni ile satım sözleşmesinin feshi, aracın iadesi ve satış bedelinin dava tarihinden itibaren faizi ile tahsili istemine ilişkindir. Yerel Mahkemece; üretim hatasından kaynaklanan gizli ayıp nedeni ile davacının araçtan beklediği yararı elde edemediği gerekçesi ile araç bedel"
"76896300","Yargıtay","Hukuk Genel Kurulu","2010/346","2010/407","22.09.2010","hgk","usul_hukuk","y2010_2019","0.687","0.49","0.56","0.95","H&acirc;kimin verdiği süre kesin değilse, tarafa talebi üzerine ikinci kez ama kesin olmak üzere yeni bir süre verilmesi gerekir (HUMK m.163). HUKUK GENEL KURULU KARARI
 

 Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki k&acirc;ğıtlar okunduktan sonra gereği görüşüldü:
Asıl ve birleşen dava, devre tatil sözleşmesinden kaynaklanan çekişmenin önlenmesi ve bu sözleşmeye dayalı haklarının kullandırılmaması nedeniyle maddi "
"17211900","Yargıtay","Hukuk Genel Kurulu","2010/456","2010/409","22.09.2010","hgk","usul_hukuk","y2010_2019","0.687","0.641","0.473","0.95","maddeye göre kamulaştırma bedelinin mahkemece tespiti ve taşınmazın idare adına tescili istemiyle Asliye Hukuk Mahkemesince müracaat etmesi gerekir. Bozmaya uyan Yerel Mahkemece, bilirkişi kurulundan ek rapor alınmış; dava konusu taşınmaza kapama kavaklık niteliğiyle ve enkaz bedeli düşülmek suretiyle değer biçen ek rapor esas alınarak, ""kamulaştırma bedelinin 23.559,12 TL olarak tespitine, kamulaştırma bedelinin daha önce ödenen bedelden mahsubu ile bakiye 10.009,00 TL nin t"
"87156700","Yargıtay","Hukuk Genel Kurulu","2013/152","2013/1394","25.09.2013","hgk","esya_tapu","y2010_2019","0.687","0.425","0.598","0.95","Hal böyle olunca; Hukuk Genel Kurulu’nca da benimsenen Özel Daire bozma kararına, uyulmak gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. O halde, mahkemece yukarıda açıklanan ilkeler gözetilerek, bozma ilamında da işaret edildiği şekilde yeniden inceleme ve araştırma yapılarak neticesine göre bir karar verilmesi gerekir."
"77408200","Yargıtay","Hukuk Genel Kurulu","2012/1688","2013/827","12.06.2013","hgk","is_sgk","y2010_2019","0.687","0.638","0.473","0.95","Yerel Mahkeme direnme kararı açıklanan bu değişik gerekçe ile, usul ve yasaya aykırı olup bozulması gerekir. Hukuk Genel Kurulu önüne uyuşmazlık; iş sözleşmesinin davacı işçi tarafından kıdem ve ihbar tazminatına hak kazanamayacak şekilde sona erdirildiğinin kanıtlanıp kanıtlanamadığı; buna göre davacının kıdem ve ihbar tazminatı taleplerinin hüküm altına alınmasının gerekip gerekmediği noktasında toplanmaktadır."
"52003600","Yargıtay","Ceza Genel Kurulu","2012/1085","2013/96","19.03.2013","cgk","icra_iflas","y2010_2019","0.687","0.492","0.56","0.95","CEZA GENEL KURULU KARARI

 Sanıkların göçmen kaçakçılığı suçundan cezalandırılmalarına karar verilen somut olayda, Özel Daire çoğunluğu ile yerel mahkeme arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; sanıkların üzerlerine atılı göçmen kaçakçılığı suçunun tamamlanıp tamamlanmadığının belirlenmesine ilişkindir. maddesi suç tarihinde;

 ""1) Doğrudan doğruya veya dolaylı olarak maddi menfaat elde etmek maksadıyla, yasal olmayan yollardan;

 a) Bir yaban"
"76968700","Yargıtay","Ceza Genel Kurulu","2010/219","2010/239","30.11.2010","cgk","ticaret","y2010_2019","0.687","0.685","0.447","0.95","Tebligat evrakının posta işletmesine teslimi ile tebligatın yerine getirilmesinden sonra ilgili kuruma gönderilmesi amacıyla posta işleme merkezine teslimi tarihler dikkate alındığında, gerekçeli kararın sanık müdafiine bu iki tarih arasında, yani 06.12.2007 tarihinde tebliğ edildiğinin, ancak posta görevlisi tarafından tebliğ tarihinin sehven 06.11.2007 olarak yazıldığının kabulü zorunludur. isimli posta görevlisi tarafından sanık müdafiine tebliğ edilerek, tebliğ tarihinin "
"53537200","Yargıtay","Ceza Genel Kurulu","2013/30939","2013/37272","25.11.2013","cgk","usul_hukuk","y2010_2019","0.687","0.776","0.394","0.95","gerekçelere göre yerinde bulunmayan temyiz itirazlarının reddiyle usul ve kanuna uygun mahkeme kararının İİK.'nun 366."
"77184700","Yargıtay","Hukuk Genel Kurulu","2010/628","2010/693","22.12.2010","hgk","aile","y2010_2019","0.686","0.486","0.56","0.95","HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü: 
Başvuran Faruk Kozan'ı temsilen Adalet Bakanlığı Uluslararası Hukuk ve Dış İlişkiler Genel Müdürlüğü'ne İzafeten Kuşadası Cumhuriyet Savcılığı 29.08.2007 tarihli davanamede: Türk uyruklu H... K...'ın evliliklerinden olan Mina Kozan isimli çocuğun, anne, babası ile birlikte tatilini geçirmek üzere 18.0"
"77449700","Yargıtay","Hukuk Genel Kurulu","2013/453","2013/728","22.05.2013","hgk","ticaret","y2010_2019","0.686","0.635","0.473","0.95","Hukuk Dairesinin ilk derece mahkemesi sıfatıyla verdiği kararın onanması gerekir. Davalı vekili cevap dilekçesinde 6110 sayılı yasayla 2802 sayılı yasaya ilave edilen 93/a maddesine göre h&acirc;kimlerin yargılama faaliyetlerinde dolayı devlet aleyhine açılacak tazminat davalarının ancak, davaya konu dava sonucunda verilecek hükmün kesinleştiği tarihten itibaren bir yıl içinde açılabileceğini, öncelikle dava şartının araştırılması gerektiğini, HMK'nın 46."
"77047500","Yargıtay","Hukuk Genel Kurulu","2011/342","2011/360","25.05.2011","hgk","usul_hukuk","y2010_2019","0.686","0.392","0.615","0.95","Buna göre; 
1-Davalı vekilinin, mahkemenin 2005 yılı kira parasının tespiti kararına yönelik temyizi yönünden; 
2005 yılının dava edilmediği dava dilekçesi ve dosya kapsamına göre belirgin olmakla, tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlara, bozma kararında açıklanan gerektirici nedenlere göre 2005 yılı yönünden verilen ve Hukuk Genel Kurulu'nca da benimsenen Özel Daire bozma kararına uyulmak gerekirken, önceki kararda direnilmesi usul ve yas"
"76984200","Yargıtay","Hukuk Genel Kurulu","2010/737","2011/219","27.04.2011","hgk","usul_hukuk","y2010_2019","0.686","0.636","0.473","0.95","Açıklanan nedenlerle; Özel Dairenin ilk derece mahkemesi sıfatıyla verdiği 13.07.2010 tarihli görevsizlik kararının bozulması gerekir. maddesi gereğince Dairenin görevsizliğine ve dava dilekçesinin görevsizlik nedeniyle reddine, kararın kesinleşmesinden itibaren 10 gün içinde başvurulduğu takdirde dosyanın görevli İstanbul Asliye Hukuk Mahkemesi'ne gönderilmesine"" karar vermiş; hüküm davalılardan Serhan Gürsoy vekilince temyiz edilmiştir."
"77594000","Yargıtay","Ceza Genel Kurulu","2013/66","2013/428","22.10.2013","cgk","ceza_ozel","y2010_2019","0.686","0.541","0.529","0.95","Bu nitelikteki bir hükmün temyiz edilmesi halinde ise incelemenin Yargıtay'ın ilgili dairesi tarafından yapılması gerekir. maddesinde düzenlenmiş olan hükmün açıklanmasının geri bırakılmasının sanık hakkında uygulanma imkanının bulunup bulunmadığına ilişkin olarak herhangi bir değerlendirme yapmamış olan yerel mahkemenin, bozmadan sonraki direnme gerekçesinde, bozmada belirtilen hususları tartışmak suretiyle, sanık hakkında anılan Kanunun 23."
"76988000","Yargıtay","Hukuk Genel Kurulu","2011/7","2011/228","27.04.2011","hgk","is_sgk","y2010_2019","0.685","0.322","0.653","0.95","HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü:
Dava, yurtdışı borçlanması nedeniyle 01.05.2005 tarihinden itibaren yaşlılık aylığına hak kazandığının tespiti ile aylık bağlanması istemine ilişkindir. Davalı Sosyal Güvenlik Kurumu Başkanlığı (SGK) vekili, 3201 Sayılı Yasaya göre yurtdışında çalışan sigortalıların ilk sigortalılık başlangıcının borçl"
"16895800","Yargıtay","Hukuk Genel Kurulu","2010/285","2010/326","16.06.2010","hgk","miras","y2010_2019","0.685","0.481","0.56","0.95","maddesinde genel olarak ""Geçmişe etkili olmama"" kuralı düzenlenmiş ve anılan maddenin birinci fıkrasında, ""Türk Medenî Kanununun yürürlüğe girdiği tarihten önceki olayların hukukî sonuçlarına, bu olaylar hangi kanun yürürlükte iken gerçekleşmişse kural olarak o kanun hükümleri uygulanır"" hükmü öngörülmüştür. Davacı vekili; 08.01.1982 tarihinde çocuksuz olarak vefat eden tarafların ortak miras bırakanı F…



… Ü…



… (A…



…) adına kayıtlı 338 numaralı parselin mirasçılar ta"
"17082100","Yargıtay","Hukuk Genel Kurulu","2011/210","2011/355","25.05.2011","hgk","usul_hukuk","y2010_2019","0.685","0.633","0.473","0.95","vekili dava konusu 2671 parsel sayılı taşınmazda müvekkillerinin paydaş olduklarını, davalı Antakya Belediyesi tarafından kaldırım yapmak, yol açmak ve asfaltlanmak suretiyle taşınmaza fiilen el konulduğunu, bu suretle taşınmaza davalı idare tarafından kamulaştırmasız el atıldığını iddia ederek tazminatın davalıdan tahsiline, fiilen el konulan kısmın yasa gereği davalı belediye adına tapuya tescilini istemiştir. Davalı Antakya Belediyesi Tüzel Kişiliği vekili ise 30 yıldan fa"
"77591500","Yargıtay","Ceza Genel Kurulu","2012/1488","2013/426","22.10.2013","cgk","is_sgk","y2010_2019","0.685","0.569","0.51","0.95","Özel Daire ile yerel mahkeme arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; sanık K.U.r'ın hakkında verilen mahkumiyet hükmü Özel Dairece onanmak suretiyle kesinleşen M.G.'ü teşebbüs aşamasında kalan mağdur S.K.'u kasten öldürme suçuna azmettirdiğinin sabit olup olmadığı noktasında toplanmaktadır. A..'in atılı suçu haksız tahrik altında işlediğinin kabulü ile mahk&ucirc;miyetine, diğer sanıkların ise beraatlerine karar verildiği, 
19.07.2008 günü saa"
"77388900","Yargıtay","Ceza Genel Kurulu","2012/1315","2012/1871","25.12.2012","cgk","ceza_genel","y2010_2019","0.685","0.319","0.653","0.95","maddesi ile kabul edilmiş, 19.12.2006 günü yürürlüğe giren 5560 sayılı Kanunun 23. aleyhine gerçekleştirilen hırsızlık suçundan kurulan hükümle sınırlı olarak yapılmış olup, Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık, sanık hakkında hükmün açıklanmasının geri bırakılması kurumunun uygulanma koşullarının bulunup bulunmadığının belirlenmesine ilişkindir."
